0 8 0 0 -105 0 0 105 0
0 8 0 1 -195 0 0 195 0
0 8 0 2 -105 -8.9 1 105 0
0 8 0 3 -195 -8.9 1 195 0
0 8 0 4 -105 -17.8 2 105 0
0 8 0 5 -195 -17.8 2 195 0
0 8 0 6 -105 -26.7 3 105 0
0 8 0 7 -195 -26.7 3 195 0
0 8 0 8 -105 -35.6 4 105 0
0 8 0 9 -195 -35.6 4 195 0
0 8 0 10 -105 -44.5 5 105 0
0 8 0 11 -195 -44.5 5 195 0
0 8 0 12 -105 -53.4 6 105 0
0 8 0 13 -195 -53.4 6 195 0
0 8 0 14 -105 -62.3 7 105 0
0 8 0 15 -195 -62.3 7 195 0
0 8 0 16 -105 -71.2 8 105 0
0 8 0 17 -195 -71.2 8 195 0
0 8 0 18 -105 -80.1 9 105 0
0 8 0 19 -195 -80.1 9 195 0
0 8 1 0 -355.874 86.4536 0 390 0
0 8 1 1 -328.463 253.614 0 570 0
0 8 1 2 -359.376 73.6881 1 390 0
0 8 1 3 -348.222 243.852 1 570 0
0 8 1 4 -362.375 61.1962 2 390 0
0 8 1 5 -366.033 232.65 2 570 0
0 8 1 6 -210 317.8 2 757.159 0
0 8 1 7 -364.962 48.9607 3 390 0
0 8 1 8 -382.058 220.428 3 570 0
0 8 1 9 -245.035 324.918 3 750 0
0 8 1 10 -367.207 36.9624 4 390 0
0 8 1 11 -396.469 207.498 4 570 0
0 8 1 12 -272.359 328.061 4 750 0
0 8 1 13 -369.167 25.1823 5 390 0
0 8 1 14 -409.436 194.093 5 570 0
0 8 1 15 -298.715 327.86 5 750 0
0 8 1 16 -370.888 13.6019 6 390 0
0 8 1 17 -421.118 180.386 6 570 0
0 8 1 18 -323.857 324.886 6 750 0
0 8 1 19 -372.406 2.20398 7 390 0
0 8 1 20 -431.658 166.503 7 570 0
0 8 1 21 -347.656 319.633 7 750 0
0 8 1 22 -373.752 -9.02722 8 390 0
0 8 1 23 -441.185 152.54 8 570 0
0 8 1 24 -370.06 312.516 8 750 0
0 8 1 25 -374.951 -20.1062 9 390 0
0 8 1 26 -449.816 138.564 9 570 0
0 8 1 27 -391.073 303.883 9 750 0
0 8 1 28 -232.874 379.74 9 930 0
0 8 2 0 -115 300 0 796.239 0
0 8 2 1 -25 300 0 886.239 0
0 8 2 2 -115 308.9 1 824.199 0
0 8 2 3 -25 308.9 1 914.199 0
0 8 2 4 -115 317.8 2 852.159 0
0 8 2 5 -25 317.8 2 942.159 0
0 8 2 6 -115 326.7 3 880.119 0
0 8 2 7 -25 326.7 3 970.119 0
0 8 2 8 -115 335.6 4 908.08 0
0 8 2 9 -25 335.6 4 998.08 0
0 8 2 10 -115 344.5 5 936.04 0
0 8 2 11 -25 344.5 5 1026.04 0
0 8 2 12 -115 353.4 6 964 0
0 8 2 13 -25 353.4 6 1054 0
0 8 2 14 -115 362.3 7 991.96 0
0 8 2 15 -25 362.3 7 1081.96 0
0 8 2 16 -115 371.2 8 1019.92 0
0 8 2 17 -25 371.2 8 1109.92 0
0 8 2 18 -115 380.1 9 1047.88 0
0 8 2 19 -25 380.1 9 1137.88 0
0 8 3 0 135.874 213.546 0 1081.24 0
0 8 3 1 108.463 46.3863 0 1261.24 0
0 8 3 2 139.376 226.312 1 1109.2 0
0 8 3 3 128.222 56.1479 1 1289.2 0
0 8 3 4 142.375 238.804 2 1137.16 0
0 8 3 5 146.033 67.3497 2 1317.16 0
0 8 3 6 -10 -17.8 2 10 0
0 8 3 7 144.962 251.039 3 1165.12 0
0 8 3 8 162.058 79.5719 3 1345.12 0
0 8 3 9 25.0349 -24.9175 3 1525.12 0
0 8 3 10 147.207 263.038 4 1193.08 0
0 8 3 11 176.469 92.5017 4 1373.08 0
0 8 3 12 52.359 -28.0615 4 1553.08 0
0 8 3 13 149.167 274.818 5 1221.04 0
0 8 3 14 189.436 105.907 5 1401.04 0
0 8 3 15 78.7152 -27.8599 5 1581.04 0
0 8 3 16 150.888 286.398 6 1249 0
0 8 3 17 201.118 119.614 6 1429 0
0 8 3 18 103.857 -24.8863 6 1609 0
0 8 3 19 152.406 297.796 7 1276.96 0
0 8 3 20 211.658 133.497 7 1456.96 0
0 8 3 21 127.656 -19.6329 7 1636.96 0
0 8 3 22 153.752 309.027 8 1304.92 0
0 8 3 23 221.185 147.46 8 1484.92 0
0 8 3 24 150.06 -12.5158 8 1664.92 0
0 8 3 25 154.951 320.106 9 1332.88 0
0 8 3 26 229.816 161.436 9 1512.88 0
0 8 3 27 171.073 -3.88345 9 1692.88 0
0 8 3 28 12.8737 -79.7396 9 1872.88 0
1 8 0 0 0 0 0 0 1
1 8 0 1 -100 0 0 100 1
1 8 0 2 0 -8.9 1 0 1
1 8 0 3 -100 -8.9 1 100 1
1 8 0 4 0 -17.8 2 0 1
1 8 0 5 -100 -17.8 2 100 1
1 8 0 6 0 -26.7 3 0 1
1 8 0 7 -100 -26.7 3 100 1
1 8 0 8 0 -35.6 4 0 1
1 8 0 9 -100 -35.6 4 100 1
1 8 0 10 0 -44.5 5 1.13687e-13 1
1 8 0 11 -100 -44.5 5 100 1
1 8 0 12 0 -53.4 6 1.13687e-13 1
1 8 0 13 -100 -53.4 6 100 1
1 8 0 14 0 -62.3 7 1.13687e-13 1
1 8 0 15 -100 -62.3 7 100 1
1 8 0 16 0 -71.2 8 0 1
1 8 0 17 -100 -71.2 8 100 1
1 8 0 18 0 -80.1 9 0 1
1 8 0 19 -100 -80.1 9 100 1
1 8 1 0 -200 0 0 200 1
1 8 1 1 -351.339 77.5432 0 380 1
1 8 1 2 -200 -8.9 1 200 1
1 8 1 3 -354.301 65.0736 1 380 1
1 8 1 4 -200 -17.8 2 200 1
1 8 1 5 -356.833 52.8741 2 380 1
1 8 1 6 -370.697 223.806 2 560 1
1 8 1 7 -200 -26.7 3 200 1
1 8 1 8 -359.015 40.923 3 380 1
1 8 1 9 -385.782 211.149 3 560 1
1 8 1 10 -200 -35.6 4 200 1
1 8 1 11 -360.906 29.1989 4 380 1
1 8 1 12 -399.309 197.911 4 560 1
1 8 1 13 -200 -44.5 5 200 1
1 8 1 14 -362.555 17.6813 5 380 1
1 8 1 15 -411.452 184.3 5 560 1
1 8 1 16 -200 -53.4 6 200 1
1 8 1 17 -364.002 6.35138 6 380 1
1 8 1 18 -422.368 170.465 6 560 1
1 8 1 19 -200 -62.3 7 200 1
1 8 1 20 -365.278 -4.80824 7 380 1
1 8 1 21 -432.2 156.519 7 560 1
1 8 1 22 -200 -71.2 8 200 1
1 8 1 23 -366.408 -15.8132 8 380 1
1 8 1 24 -441.074 142.541 8 560 1
1 8 1 25 -200 -80.1 9 200 1
1 8 1 26 -367.415 -26.6776 9 380 1
1 8 1 27 -449.102 128.591 9 560 1
1 8 1 28 -397.597 296.306 9 740 1
1 8 2 0 -220 300 0 691.239 1
1 8 2 1 -120 300 0 791.239 1
1 8 2 2 -220 308.9 1 719.199 1
1 8 2 3 -120 308.9 1 819.199 1
1 8 2 4 -220 317.8 2 747.159 1
1 8 2 5 -120 317.8 2 847.159 1
1 8 2 6 -220 326.7 3 775.119 1
1 8 2 7 -120 326.7 3 875.119 1
1 8 2 8 -220 335.6 4 803.08 1
1 8 2 9 -120 335.6 4 903.08 1
1 8 2 10 -220 344.5 5 831.04 1
1 8 2 11 -120 344.5 5 931.04 1
1 8 2 12 -220 353.4 6 859 1
1 8 2 13 -120 353.4 6 959 1
1 8 2 14 -220 362.3 7 886.96 1
1 8 2 15 -120 362.3 7 986.96 1
1 8 2 16 -220 371.2 8 914.92 1
1 8 2 17 -120 371.2 8 1014.92 1
1 8 2 18 -220 380.1 9 942.88 1
1 8 2 19 -120 380.1 9 1042.88 1
1 8 3 0 -20 300 0 891.239 1
1 8 3 1 131.339 222.457 0 1071.24 1
1 8 3 2 -20 308.9 1 919.199 1
1 8 3 3 134.301 234.926 1 1099.2 1
1 8 3 4 -20 317.8 2 947.159 1
1 8 3 5 136.833 247.126 2 1127.16 1
1 8 3 6 150.697 76.1941 2 1307.16 1
1 8 3 7 -20 326.7 3 975.119 1
1 8 3 8 139.015 259.077 3 1155.12 1
1 8 3 9 165.782 88.8511 3 1335.12 1
1 8 3 10 -20 335.6 4 1003.08 1
1 8 3 11 140.906 270.801 4 1183.08 1
1 8 3 12 179.309 102.089 4 1363.08 1
1 8 3 13 -20 344.5 5 1031.04 1
1 8 3 14 142.555 282.319 5 1211.04 1
1 8 3 15 191.452 115.7 5 1391.04 1
1 8 3 16 -20 353.4 6 1059 1
1 8 3 17 144.002 293.649 6 1239 1
1 8 3 18 202.368 129.535 6 1419 1
1 8 3 19 -20 362.3 7 1086.96 1
1 8 3 20 145.278 304.808 7 1266.96 1
1 8 3 21 212.2 143.481 7 1446.96 1
1 8 3 22 -20 371.2 8 1114.92 1
1 8 3 23 146.408 315.813 8 1294.92 1
1 8 3 24 221.074 157.459 8 1474.92 1
1 8 3 25 -20 380.1 9 1142.88 1
1 8 3 26 147.415 326.678 9 1322.88 1
1 8 3 27 229.102 171.409 9 1502.88 1
1 8 3 28 177.597 3.69423 9 1682.88 1
